Title,Genre,Year,Score,Description,Poster_URL
Чужой: Завет,"Horror, Sci-Fi, Thriller",2017,6.4,"Экипаж колониального корабля, направляющегося на далекую планету, обнаруживает неизведанный рай, таящий в себе угрозу, выходящую за рамки их воображения, и должен предпринять мучительную попытку побега.",https://image.tmdb.org/t/p/w500/31vXXSNca2yNvIPkw6khOyakfwo.jpg
Don Jon,"Comedy, Drama, Romance",2013,6.6,"Парень из Нью-Джерси, преданный своей семье, друзьям и церкви, строит нереалистичные ожидания из-за просмотра порно и пытается найти счастье и близость со своей потенциальной настоящей любовью.",https://image.tmdb.org/t/p/w500/uh8bwvgGXeUKzdL4oSul9zxyTcd.jpg
Пираты Карибского моря: Месть Салазара,"Action, Adventure, Fantasy",2017,6.6,"Капитан Джек Воробей ищет трезубец Посейдона, преследуемый восставшим из мертвых капитаном и его командой.",https://image.tmdb.org/t/p/w500/qwoGfcg6YUS55nUweKGujHE54Wy.jpg
Ранго,"Animation, Adventure, Comedy",2011,7.2,"Ранго — обычный хамелеон, который случайно оказался в городе Грязь, беззаконном форпосте на Диком Западе, отчаянно нуждающемся в новом шерифе.",https://image.tmdb.org/t/p/w500/vGujQOfGIaZx5UWxf9JdNEOxl7B.jpg
Беззаконие,"Crime, Drama",2012,7.3,"Действие фильма происходит в округе Франклин, штат Вирджиния, во времена Великой депрессии. Трое братьев-бутлегеров сталкиваются с угрозами со стороны нового специального заместителя и других властей, желающих отобрать у них часть прибыли.",https://image.tmdb.org/t/p/w500/jzkQ9DJ3tCSnEn2lXhpKTwy5bXY.jpg
Сумерки. Сага. Рассвет. Часть 2,"Adventure, Drama, Fantasy",2012,5.5,"После рождения Ренесми/Несси Каллены собирают другие кланы вампиров, чтобы защитить ребенка от ложного обвинения, которое выставляет семью перед Вольтури.",https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg
Шпион,"Action, Comedy, Crime",2015,7,"Аналитик ЦРУ, работающий в офисе, добровольно соглашается работать под прикрытием, чтобы проникнуть в мир опасного торговца оружием и предотвратить дьявольскую глобальную катастрофу.",https://image.tmdb.org/t/p/w500/k790zYUITczUy8KY3fpWrqqVcCV.jpg
Чаппи,"Action, Crime, Drama",2015,6.8,"В недалеком будущем преступность патрулируется механизированной полицией. Когда одного полицейского дроида, Чаппи, похищают и снабжают новой программой, он становится первым роботом, способным думать и чувствовать самостоятельно.",https://image.tmdb.org/t/p/w500/6zmKkfSvo4tBtvGSjn5PofWIvP9.jpg
Kingsman: Золотое кольцо,"Action, Adventure, Comedy",2017,6.8,"Когда их штаб-квартира уничтожена, а мир взят в заложники, путешествие Kingsman приводит их к открытию союзной шпионской организации в Соединенных Штатах. Эти две элитные секретные организации должны объединиться, чтобы победить общего врага.",https://image.tmdb.org/t/p/w500/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg
Лунный свет,Drama,2016,7.4,"Хроника детства, юности и взросления молодого афроамериканца-гея, выросшего в неблагополучном районе Майами.",https://image.tmdb.org/t/p/w500/d2hS3kjqTYqqFw2gglsnrywZYc9.jpg
Конец вахты,"Action, Crime, Drama",2012,7.6,"Снятый в документальном стиле, этот фильм повествует о повседневной жизни двух молодых полицейских в Лос-Анджелесе, которые являются партнерами и друзьями, и о том, что происходит, когда они сталкиваются с преступными силами, превосходящими их самих.",https://image.tmdb.org/t/p/w500/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg
Игра Эндера,"Action, Adventure, Fantasy",2013,6.6,"Молодой Эндер Виггин нанят Международными военными, чтобы возглавить борьбу с Формиками — инопланетной расой насекомых, которая ранее пыталась вторгнуться на Землю и нанесла человечеству тяжелые потери.",https://image.tmdb.org/t/p/w500/vmd3CNeG2B9FXsit61oc7oxabej.jpg
Моана,"Animation, Adventure, Comedy",2016,7.6,"В Древней Полинезии, когда ужасное проклятие, наложенное полубогом Мауи, достигает острова Моаны, она откликается на зов Океана и отправляется на поиски полубога, чтобы все исправить.",https://image.tmdb.org/t/p/w500/4YZpsylmjHbqeWzjKpUEF8gcLNW.jpg
План побега,"Action, Crime, Mystery",2013,6.7,"Когда сотрудник структурной службы безопасности оказывается заключенным в самой секретной и надежной тюрьме мира, ему приходится использовать свои навыки, чтобы сбежать с помощью изнутри.",https://image.tmdb.org/t/p/w500/k09ydRsOtdjCUxierkknRdujIF2.jpg
Сумерки. Сага. Затмение,"Adventure, Drama, Fantasy",2010,5,"Когда Сиэтл охватывает череда загадочных убийств, Белла, чей выпускной из средней школы уже не за горами, вынуждена выбирать между любовью к вампиру Эдварду и дружбой с оборотнем Джейкобом.",https://image.tmdb.org/t/p/w500/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg
Теплые тела,"Comedy, Horror, Romance",2013,6.9,"После того, как необычный зомби спасает все еще живую девочку от нападения, между ними завязываются отношения, которые приводят в движение события, способные изменить весь безжизненный мир.",https://image.tmdb.org/t/p/w500/8XAX6KaqNGcLXcwoDwxyU0bxhxm.jpg
Мартовские иды,"Drama, Thriller",2011,7.1,Идеалистичный сотрудник нового кандидата в президенты проходит интенсивный курс по грязной политике во время своей предвыборной кампании.,https://image.tmdb.org/t/p/w500/w8t4UnJnC24S9ygoaFgmMzRbErd.jpg
Взрослые,Comedy,2010,6,"После смерти школьного тренера по баскетболу пятеро хороших друзей и бывших товарищей по команде воссоединяются, чтобы отметить праздничные выходные в честь Дня независимости.",https://image.tmdb.org/t/p/w500/uz8CXtj3AGv9lB5xoQVKCzv15UR.jpg
Одинокий рейнджер,"Action, Adventure, Western",2013,6.4,"Индейский воин Тонто рассказывает невероятные истории, которые превратили Джона Рида, человека закона, в легенду правосудия.",https://image.tmdb.org/t/p/w500/xRmsqvHnaWmrazJl9bTBqs4LAjp.jpg
Символ веры,"Drama, Sport",2015,7.6,"Бывший чемпион мира в тяжелом весе Рокки Бальбоа является тренером и наставником Адониса Джонсона, сына его покойного друга и бывшего соперника Аполло Крида.",https://image.tmdb.org/t/p/w500/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg
Сумерки. Сага. Рассвет. Часть 1,"Adventure, Drama, Fantasy",2011,4.9,"Квилеты приближаются к будущим родителям Эдварду и Белле, чей нерожденный ребенок представляет угрозу для Волчьей стаи и жителей города Форкс.",https://image.tmdb.org/t/p/w500/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg
Робокоп,"Action, Crime, Sci-Fi",2014,6.2,"В 2028 году в Детройте, когда Алекс Мерфи, любящий муж, отец и хороший полицейский, получает тяжелую травму при исполнении служебных обязанностей, многонациональный конгломерат OmniCorp видит свой шанс создать полицейского, который будет наполовину человеком, наполовину роботом.",https://image.tmdb.org/t/p/w500/hHtOgGb3NihlyRATHlKPaFApbrd.jpg
Звездный путь: За гранью,"Action, Adventure, Sci-Fi",2016,7.1,"Экипаж USS Enterprise исследует самые дальние уголки неизведанного космоса, где сталкивается с новым безжалостным врагом, который подвергает испытанию и их, и все, за что выступает Федерация.",https://image.tmdb.org/t/p/w500/yOnd3XQIg7JBmu0UuBjZyLdsxQD.jpg
В поисках Дори,"Animation, Adventure, Comedy",2016,7.3,"Дружелюбная, но забывчивая рыба-хирург Дори отправляется на поиски своих давно потерянных родителей, и по пути все узнают кое-что новое об истинном значении семьи.",https://image.tmdb.org/t/p/w500/yFjVlsJmEMacU0BNUwdGZlo2ixq.jpg
Турист,"Action, Adventure, Crime",2010,6,"В центре сюжета — американский турист Фрэнк, который приезжает в Италию, чтобы залечить разбитое сердце. Элис — необычная женщина, которая намеренно переходит ему дорогу.",https://image.tmdb.org/t/p/w500/5kB3jFJXFfwRFdPe341t7Pe55wT.jpg
Теперь ты видишь меня 2,"Action, Adventure, Comedy",2016,6.5,"Четыре всадника появляются вновь, и технический гений насильно вербует их, чтобы они провернули самое невозможное ограбление.",https://image.tmdb.org/t/p/w500/A81kDB6a1K86YLlcOtZB27jriJh.jpg
Мегамозг,"Animation, Action, Comedy",2010,7.3,"Суперзлодей Мегамозг наконец побеждает своего врага, супергероя Метромена. Но без героя он теряет всякий смысл и должен найти новый смысл своей жизни.",https://image.tmdb.org/t/p/w500/1N7terrMeZPwK5qq31MUD0HQ3IG.jpg
Трансцендентность,"Drama, Mystery, Romance",2014,6.3,"Стремление ученого создать искусственный интеллект принимает опасные последствия, когда его сознание загружается в одну из таких программ.",https://image.tmdb.org/t/p/w500/qmOKJWl3wnXDcLhjtJHnCCCvAiO.jpg
Манчестер у моря,Drama,2016,7.8,"Дядя, находящийся в депрессии, получает поручение позаботиться о своем племяннике-подростке после смерти отца мальчика.",https://image.tmdb.org/t/p/w500/e8daDzP0vFOnGyKmve95Yv0D0io.jpg
Приключения Тинтина: Тайна единорога,"Animation, Action, Adventure",2011,7.3,"Отважный репортер Тинтин и капитан Хэддок отправляются на поиски сокровищ затонувшего корабля, которым командовал предок Хэддока.",https://image.tmdb.org/t/p/w500/mKYkNro2btaWMsnYSuyqrBdHQo3.jpg
Заражение,"Drama, Thriller",2011,6.6,"Медицинские работники, правительственные чиновники и простые люди оказались в эпицентре всемирной эпидемии, пока CDC работает над поиском лекарства.",https://image.tmdb.org/t/p/w500/qL0IooP0bjXy0KXl9KEyPo22ll0.jpg
Отель Трансильвания,"Animation, Comedy, Family",2012,7.1,"Дракула, управляющий элитным курортом вдали от мира людей, становится чрезмерно опекающим, когда какой-то мальчик обнаруживает курорт и влюбляется в дочь-подростка графа.",https://image.tmdb.org/t/p/w500/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg
Просто смирись с этим,"Comedy, Romance",2011,6.4,"Во время поездки на выходные на Гавайи пластический хирург убеждает свою верную помощницу выдать себя за его жену, которая вот-вот разведется, чтобы скрыть неосторожную ложь, которую он сказал своей девушке, которая намного его моложе.",https://image.tmdb.org/t/p/w500/ez1EDULOCUUCySHOZU6tz97qbtM.jpg
Хищники,"Action, Adventure, Sci-Fi",2010,6.4,"Группа элитных воинов десантируется в незнакомые джунгли, где на них начинают охотиться представители беспощадной инопланетной расы.",https://image.tmdb.org/t/p/w500/uRd5i3GTKWw4ecSJZtmtHFnE8ci.jpg
Левша,"Drama, Sport",2015,7.4,"Чемпион по боксу борется за то, чтобы вернуть свою дочь из органов опеки, а также возродить свою профессиональную карьеру после того, как смертельный инцидент отправляет его на путь разрушения.",https://image.tmdb.org/t/p/w500/rd3tNgJMqOFELLoeSf9hzaSnwfQ.jpg
Мятежник,"Action, Adventure, Sci-Fi",2015,6.2,"Беатрис Прайор должна противостоять своим внутренним демонам и продолжить борьбу с могущественным альянсом, который грозит разорвать ее общество на части, с помощью других людей на ее стороне.",https://image.tmdb.org/t/p/w500/wLQnsOsUPefvImIRTa65MzEECMW.jpg
Адвокат Линкольна,"Crime, Drama, Thriller",2011,7.3,"Адвокат, защищающий богатого человека, начинает верить, что его клиент виновен не только в одном преступлении.",https://image.tmdb.org/t/p/w500/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg
Безвоздмездно,"Comedy, Romance",2011,6.2,"Парень и девушка пытаются сохранить свои отношения исключительно физическими, но вскоре они понимают, что хотят чего-то большего.",https://image.tmdb.org/t/p/w500/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg
Отряд гангстеров,"Action, Crime, Drama",2013,6.7,"Лос-Анджелес 1949 года, городом управляют гангстеры и злобный мафиози Микки Коэн. Решив положить конец коррупции, Джон О'Мара собирает команду полицейских, готовых уничтожить безжалостного лидера и восстановить мир в городе.",https://image.tmdb.org/t/p/w500/1eW9kFSuTQfyMvZKtxlnwKRBvI.jpg
Ковбои и пришельцы,"Action, Sci-Fi, Thriller",2011,6,"Космический корабль прибывает в Аризону, 1873 год, чтобы захватить Землю, начиная с региона Дикого Запада. Отряд ковбоев и туземцев — вот все, что стоит у них на пути.",https://image.tmdb.org/t/p/w500/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg
Бегущий в лабиринте: Испытания огнём,"Action, Sci-Fi, Thriller",2015,6.3,"Выбравшись из Лабиринта, жители Глэйда теперь сталкиваются с новыми испытаниями на открытых дорогах пустынного ландшафта, заполненного невообразимыми препятствиями.",https://image.tmdb.org/t/p/w500/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg
Зловещий,"Horror, Mystery, Thriller",2012,6.8,"Бывший писатель-криминалист Эллисон Освальт находит коробку с домашними фильмами на пленке Super 8, которые дают основания предполагать, что убийство, которое он сейчас расследует, является делом рук серийного убийцы, чья деятельность восходит к 1960-м годам.",https://image.tmdb.org/t/p/w500/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg
Ночные животные,"Crime, Drama, Romance",2016,7.5,"Богатая владелица художественной галереи получает черновик нового романа своего бывшего мужа — жестокий триллер, который она интерпретирует как скрытую угрозу и символическую историю мести.",https://image.tmdb.org/t/p/w500/mdLDgQBD0va09npSQX5Zgo2evXM.jpg
Оз Великий и Ужасный,"Adventure, Family, Fantasy",2013,6.3,"Разочарованный цирковой фокусник из Канзаса переносится в волшебную страну под названием Оз, где ему предстоит исполнить пророчество, стать королем и освободить страну от Злых Ведьм, используя свои великие (но фальшивые) способности.",https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
Черепашки-ниндзя,"Action, Adventure, Comedy",2014,5.8,"Когда Нью-Йорку угрожает криминальный авторитет, группа мутировавших воинов-черепах должна выйти из тени, чтобы защитить свой дом.",https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
Американская встреча,Comedy,2012,6.7,"Джим, Мишель, Стифлер и их друзья воссоединяются в Ист-Грейт-Фолс, штат Мичиган, на встрече выпускников.",https://image.tmdb.org/t/p/w500/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg
Салли: Чудо на Гудзоне,"Biography, Drama",2016,7.5,"История Чесли Салленбергера, американского летчика, который стал героем после посадки своего поврежденного самолета на реку Гудзон, чтобы спасти пассажиров и экипаж самолета.",https://image.tmdb.org/t/p/w500/r09ivJ1GGh5WArqRViRYDQLrTVG.jpg
Джодайе Надер аз Симин,"Crime, Drama, Family",2011,8.3,"Супружеская пара сталкивается с трудным решением — улучшить жизнь своего ребенка, переехав в другую страну, или остаться в Иране и ухаживать за ухудшающимся состоянием родителя, страдающего болезнью Альцгеймера.",https://image.tmdb.org/t/p/w500/xQadpnoLokxzN3hRpCPbBGpxsiz.jpg
Война за планету обезьян,"Action, Adventure, Drama",2017,7.5,"После того, как обезьяны понесли невообразимые потери, Цезарь борется со своими темными инстинктами и начинает собственный мифический поход, чтобы отомстить за свой род.",https://image.tmdb.org/t/p/w500/mMA1qhBFgZX8O36qPPTC016kQl1.jpg
Безопасный дом,"Action, Adventure, Crime",2012,6.8,"Молодому агенту ЦРУ поручено следить за беглецом в безопасном доме. Но когда на безопасный дом нападают, он оказывается в бегах вместе со своим подопечным.",https://image.tmdb.org/t/p/w500/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg
Белый дом рухнул,"Action, Drama, Thriller",2013,6.4,"Во время экскурсии по Белому дому со своей маленькой дочерью полицейский Капитолия бросается в бой, чтобы спасти своего ребенка и защитить президента от хорошо вооруженной группы военизированных захватчиков.",https://image.tmdb.org/t/p/w500/6TeIVKPw7nXXWy2zKmDmlnSwzb7.jpg
Рио,"Animation, Adventure, Comedy",2011,6.9,"Когда Голубчик, одомашненный ара из маленького городка в Миннесоте, встречает отчаянно независимую Жемчужинку, он отправляется на поиски приключений в Рио-де-Жанейро вместе с птицей своей мечты.",https://image.tmdb.org/t/p/w500/ltCUSJhS3wv8ZtjfVQgzcr6ZXUc.jpg
Фокус,"Comedy, Crime, Drama",2015,6.6,"В разгар последней аферы опытного мошенника Ники появляется женщина из его прошлого, а теперь уже состоявшаяся роковая женщина, и рушит его планы.",https://image.tmdb.org/t/p/w500/Ar3ivMXS46sLLHJbT4Ob9rD8Qbz.jpg
Миньоны,"Animation, Action, Adventure",2015,6.4,"Миньоны Стюарт, Кевин и Боб наняты Скарлет Оверкилл, суперзлодейкой, которая вместе со своим мужем-изобретателем Хербом вынашивает план по захвату мира.",https://image.tmdb.org/t/p/w500/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg
"Хороший день, чтобы «Крепкий орешек»","Action, Thriller",2013,5.3,"Джон МакКлейн отправляется в Россию, чтобы помочь своему, казалось бы, своенравному сыну Джеку, но обнаруживает, что Джек — агент ЦРУ, работающий под прикрытием, из-за чего отец и сын объединяются в борьбе с преступным миром.",https://image.tmdb.org/t/p/w500/qJ0csDXAVFMsNn0cRcjy6W6PxAK.jpg
Стажер,"Comedy, Drama",2015,7.1,"Семидесятилетний вдовец Бен Уиттакер обнаружил, что выход на пенсию — это не то, что ему представлялось. Воспользовавшись возможностью вернуться в игру, он становится старшим стажером на сайте онлайн-мод, основанном и управляемом Жюлем Остином.",https://image.tmdb.org/t/p/w500/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg
Сан-Андреас,"Action, Adventure, Drama",2015,6.1,"После мощного землетрясения в Калифорнии пилот спасательного вертолета отправляется вместе со своей бывшей женой в опасное путешествие через весь штат, чтобы спасти свою дочь.",https://image.tmdb.org/t/p/w500/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg
Джейсон Борн,"Action, Thriller",2016,6.6,"Самый опасный бывший агент ЦРУ выходит из укрытия, чтобы раскрыть еще более взрывоопасную правду о своем прошлом.",https://image.tmdb.org/t/p/w500/xA7N41glw17MBQtcWSm2eBlBRuG.jpg
Боль и выгода,"Action, Comedy, Crime",2013,6.4,"Трио бодибилдеров из Флориды оказываются втянутыми в вымогательскую схему и похищение людей, которая заканчивается катастрофой.",https://image.tmdb.org/t/p/w500/dF0FAFCfILaor5RBqdNHq24OaIn.jpg
Заклятие 2,"Horror, Mystery, Thriller",2016,7.4,"Эд и Лоррейн Уоррен отправляются в Северный Лондон, чтобы помочь матери-одиночке, которая в одиночку воспитывает четверых детей в доме, наводненном сверхъестественным духом.",https://image.tmdb.org/t/p/w500/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg
Уничтожение,"Adventure, Drama, Horror",2018,6.9,"Биолог соглашается на опасную секретную экспедицию в таинственную зону, где не действуют законы природы.",https://image.tmdb.org/t/p/w500/8H78ZTr9SVoYYAQzMiFz8CO3TKd.jpg
Мачете,"Action, Crime, Thriller",2010,6.6,"После того, как его подставил и предал человек, нанявший его для убийства сенатора Техаса, бывший федеральный офицер начинает жестокую кампанию мести своему бывшему боссу.",https://image.tmdb.org/t/p/w500/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg
Гензель и Гретель: Охотники на ведьм,"Action, Fantasy, Horror",2013,6.1,"Гензель и Гретель — охотники за головами, которые выслеживают и убивают ведьм по всему миру. С приближением легендарной Кровавой Луны братья и сестры сталкиваются с новой формой зла, которая может хранить тайну их прошлого.",https://image.tmdb.org/t/p/w500/qRs2MXV20SoWdn7pvMxx0TpNePT.jpg
Охотники за привидениями,"Action, Comedy, Fantasy",2016,5.3,"После вторжения призраков на Манхэттен любители паранормальных явлений Эрин Гилберт и Эбби Йейтс, инженер-атомщик Джиллиан Хольцманн и работница метрополитена Пэтти Толан объединяются, чтобы остановить потустороннюю угрозу.",https://image.tmdb.org/t/p/w500/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg
После нашей эры,"Action, Adventure, Sci-Fi",2013,4.8,"Аварийная посадка оставляет Китаи Рэйге и его отца Сайфера на Земле, спустя тысячелетие после событий, вынудивших человечество бежать. С раненым Сайфером Китаи должен отправиться в опасное путешествие, чтобы подать сигнал о помощи.",https://image.tmdb.org/t/p/w500/iXMvYIlzzJBs352CfeiQcBvovZt.jpg
2 пушки,"Action, Comedy, Crime",2013,6.7,"Двое закоренелых преступников попадают в неприятности с пограничным патрулем США после встречи с мексиканским наркобароном, и тут начинают выясняться обстоятельства.",https://image.tmdb.org/t/p/w500/ptURGAFktibhk7DEAbMazlmNqWa.jpg
Плохой учитель,"Comedy, Romance",2011,5.6,"Ленивая, некомпетентная учительница средней школы, которая ненавидит свою работу, учеников и коллег, вынуждена вернуться к преподаванию, чтобы заработать достаточно денег на грудные имплантаты после того, как ее бросил богатый жених.",https://image.tmdb.org/t/p/w500/zpIY4qUSX91J9XpPgr0hFrk1eKr.jpg
Стажировка,Comedy,2013,6.3,"Двое продавцов, чья карьера пошла прахом из-за цифровой эпохи, попадают на желанную стажировку в Google, где им предстоит конкурировать с группой молодых, технически подкованных гениев за шанс получить работу.",https://image.tmdb.org/t/p/w500/hIh3ZgsZ31nbUAGn5SKIZGKiKCX.jpg
Чистка,"Horror, Thriller",2013,5.7,"Богатая семья оказывается в заложниках за укрывательство цели синдиката убийц во время Судной ночи — 12-часового периода, в течение которого любое преступление является законным.",https://image.tmdb.org/t/p/w500/litjsBoiydO6JlO70uOX4N3WnNL.jpg
Эверест,"Action, Adventure, Biography",2015,7.1,"История новозеландца Роберта «Роба» Эдвина Холла, который 10 мая 1996 года вместе со Скоттом Фишером отправился в совместную экспедицию для восхождения на Эверест.",https://image.tmdb.org/t/p/w500/gNZGOy2Eww2SC8nZgbJTnXJ922e.jpg
Голубой жасмин,Drama,2013,7.3,"Нью-йоркская светская львица, глубоко обеспокоенная и в состоянии отрицания, приезжает в Сан-Франциско, чтобы навязать свою сестре. Она выглядит на миллион, но не приносит денег, мира или любви...",https://image.tmdb.org/t/p/w500/nsj0RLRI10351uYMoAKPur6Derd.jpg
Проект X,Comedy,2012,6.7,"3 старшеклассника устраивают вечеринку по случаю дня рождения, чтобы прославиться. По мере того, как вечеринка продолжается, ситуация выходит из-под контроля, а слухи о ней распространяются.",https://image.tmdb.org/t/p/w500/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg
Ханна,"Action, Drama, Thriller",2011,6.8,"Шестнадцатилетняя девочка, которую отец воспитал как идеальную убийцу, отправляется на задание по всей Европе, за ней следят безжалостный агент разведки и ее оперативники.",https://image.tmdb.org/t/p/w500/oeSUxCFa0LFsExzTvuz2wjaObyU.jpg
Не дыши,"Crime, Horror, Thriller",2016,7.1,"Надеясь унести с собой огромное состояние, трое воров врываются в дом слепого человека, который не так беспомощен, как кажется.",https://image.tmdb.org/t/p/w500/kkUMGON2uFRlxI3zIMFdjqARnbb.jpg
Семейка Крудс,"Animation, Action, Adventure",2013,7.2,"После того, как их пещера была разрушена, семье пещерных людей приходится путешествовать по незнакомому фантастическому миру с помощью изобретательного мальчика.",https://image.tmdb.org/t/p/w500/hkjPDCe6qmPcrkinqTgv0ygcrHg.jpg
Это следует,"Horror, Mystery",2014,6.9,Молодую женщину преследует неизвестная сверхъестественная сила после сексуального контакта.,https://image.tmdb.org/t/p/w500/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg
Это невозможно,"Drama, History, Thriller",2012,7.6,"История семьи туристов в Таиланде, оказавшихся в центре разрушений и хаоса, вызванных цунами в Индийском океане в 2004 году.",https://image.tmdb.org/t/p/w500/6TLLIw3sHZ1TRIDyrtu36dfwdB2.jpg
"Шпион, солдат, портной, лудильщик","Drama, Mystery, Thriller",2011,7.1,"В мрачные дни Холодной войны ветеран шпионажа Джордж Смайли вынужден выйти из полуотставки, чтобы раскрыть советского агента в МИ-6.",https://image.tmdb.org/t/p/w500/e0dZ7TapGY9HtJ9xk1TUHPEOccl.jpg
Рейд,"Action, Thriller",2011,7.6,"Отряд спецназа оказывается в ловушке в многоквартирном доме, которым управляет безжалостный гангстер и его армия убийц и головорезов.",https://image.tmdb.org/t/p/w500/58j2eRQ1W9NnKuETQBXg22O0jIL.jpg
Форсаж 8,"Action, Crime, Thriller",2017,6.7,"Когда таинственная женщина вовлекает Дома в мир терроризма и предательства самых близких ему людей, команда сталкивается с испытаниями, которые проверят их как никогда прежде.",https://image.tmdb.org/t/p/w500/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg
Клятва,"Drama, Romance",2012,6.8,"В результате автомобильной аварии Пейдж впадает в кому, а когда она просыпается с тяжелой потерей памяти, ее муж Лео пытается снова завоевать ее сердце.",https://image.tmdb.org/t/p/w500/uFjh6jnwKQqG2uPupA1IRbkf30V.jpg
Гнев титанов,"Action, Adventure, Fantasy",2012,5.7,"Персей отправляется в опасный подземный мир, чтобы спасти своего отца Зевса, захваченного в плен его сыном Аресом и братом Аидом, которые выпускают на волю древних титанов.",https://image.tmdb.org/t/p/w500/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg
Неудержимый,"Action, Thriller",2010,6.8,"Пока безлюдный грузовой поезд длиной в полмили мчится к городу, опытный машинист и молодой машинист пытаются предотвратить катастрофу.",https://image.tmdb.org/t/p/w500/arJfxShfuZPhqfBZZU6DkPZfnjn.jpg
Ледниковый период: Континентальный дрейф,"Animation, Adventure, Comedy",2012,6.6,"Мэнни, Диего и Сид отправляются в новое приключение после того, как их континент дрейфует. Используя айсберг в качестве корабля, они сталкиваются с морскими существами и сражаются с пиратами, исследуя новый мир.",https://image.tmdb.org/t/p/w500/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg
Лев,"Biography, Drama",2016,8.1,"Пятилетний индийский мальчик теряется на улицах Калькутты, в тысячах километров от дома. Он переживает множество испытаний, прежде чем его усыновляет пара в Австралии. 25 лет спустя он отправляется на поиски своей потерянной семьи.",https://image.tmdb.org/t/p/w500/45IrtbhpeAyUxm3oJ8HVo36Osea.jpg
Мир Юрского периода: Падшее королевство,"Action, Adventure, Sci-Fi",2018,6.3,"Когда спящий вулкан острова начинает просыпаться, Оуэн и Клэр организуют кампанию по спасению оставшихся динозавров от этого катастрофического события, грозящего вымиранием.",https://image.tmdb.org/t/p/w500/x8cLgs0uXlb9rmpuVIxopoRGnCr.jpg
Шеф-повар,"Adventure, Comedy, Drama",2014,7.3,"Шеф-повар увольняется с работы в ресторане и покупает фургончик с едой, пытаясь вернуть себе творческий потенциал и одновременно восстановить отношения со своей разлученной семьей.",https://image.tmdb.org/t/p/w500/jlo0p6ZIFXfmtmVPdRrzHWGhko1.jpg
Стыд,Drama,2011,7.2,"Тщательно выстроенная личная жизнь мужчины нарушается, когда к нему на неопределенное время приезжает сестра.",https://image.tmdb.org/t/p/w500/lcbS5U25zH3WWFtqvzFDqzUf0It.jpg
Соло: Звёздные войны. Истории,"Action, Adventure, Fantasy",2018,7,Во время приключений в преступном мире Хан Соло встречает своего будущего второго пилота Чубакку и сталкивается с Лэндо Калриссианом за много лет до присоединения к Восстанию.,https://image.tmdb.org/t/p/w500/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg
Жизнь,"Horror, Sci-Fi, Thriller",2017,6.6,"Группа ученых на борту Международной космической станции обнаруживает быстро эволюционирующую форму жизни, которая стала причиной вымирания на Марсе и теперь угрожает всей жизни на Земле.",https://image.tmdb.org/t/p/w500/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg
Рыцарь дня,"Action, Adventure, Comedy",2010,6.3,"Молодая женщина связывается с опальным шпионом, который пытается очистить свое имя.",https://image.tmdb.org/t/p/w500/phhp52CZZJiGYmiOTp9ZBDkGHB3.jpg
Побочные эффекты,"Crime, Drama, Mystery",2013,7.1,"Мир молодой женщины рушится, когда лекарство, прописанное ей психиатром, дает неожиданные побочные эффекты.",https://image.tmdb.org/t/p/w500/k7l1ZDWxfLcd4mMOLprq9t9H46Y.jpg
Голубая валентинка,"Drama, Romance",2010,7.4,"Отношения современной супружеской пары, прослеживающие их эволюцию на протяжении многих лет путем сопоставления временных периодов.",https://image.tmdb.org/t/p/w500/vqQPrOc0XCloZhuOeR66wjsnyUo.jpg
Битва за Лос-Анджелес,"Action, Sci-Fi",2011,5.8,Отряд морских пехотинцев США становится последней линией обороны против глобального вторжения.,https://image.tmdb.org/t/p/w500/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg
