title,authors,published_year,categories,thumbnail,description,average_rating,num_pages
Читаем Библию снова в первый раз,Marcus J. Borg,2002.0,Religion,http://books.google.com/books/content?id=pf0mlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Одна из жизненно важных проблем, стоящих перед вдумчивыми людьми сегодня, - это то, как верно читать Библию, не отказываясь от нашего чувства истины и истории.Чтение Библии снова впервые обеспечивает столь необходимое решение проблемы о том, как иметь полностью подлинное, но современное понимание Священных Писаний.Многие по ошибке считают, что нет никакого выбора, кроме фундаментализма или просто отвергающих Библию как нечто, что может принести смысл нашей жизни.Отвечая на эту современную дилемму, известный автор Маркус Борг показывает, как можно примирить Библию как с научным, так и критическим мышлением, так и с нашими глубочайшими духовными потребностями, что приводит к современному, но обоснованному опыту священных текстов.Эта оригинальная книга показывает, как прочитать Библию, как она должна быть изучена-в подходе автор называет «историческим метафорическим».Борг исследует, что Священные Писания означали для древних сообществ, которые производили и жили.Затем он помогает нам открыть значение этих историй, предоставляя знания и перспективу, чтобы сделать мудрость Библии важной частью нашей современной жизни.Автор утверждает, что обычный способ увидеть происхождение, власть и интерпретацию Библии стало неубедительным для миллионов людей в наше время, и что нам нужен новый способ встретить Библию, которая серьезно относится к текстам, но не буквально, даже как какТребуется серьезно, кем мы стали.Борг прослеживает свое личное духовное путешествие, описывая для читателей, как он перешел от беспрецедентной вере в детстве в библейские истории в более сильные и динамичные отношения с Библией как священный текст, наполненный смыслом и руководством.Используя свой собственный опыт в качестве примера, он раскрывает, как современный кризис веры сами укоренился в неверном толковании священных текстов в качестве исторических записей и божественной диктовки, и открывает читателей в более высокую, более распространенную перспективу.Эта уникальная книга приглашает всех - каких -либо религиозного происхождения - привлечь Библию, бороться со своей смыслом, исследовать его загадки и понять ее актуальность.Борг показывает нам, как столкнуться с Библией по -новому, что отвергает границы простого литерализма и открывает богатые возможности для нашей жизни.",4.13,321.0
Танец дочери-диссидента,Sue Monk Kidd,2002.0,Religion,http://books.google.com/books/content?id=0FV3JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Признанные духовные мемуары от автора «Тайная жизнь пчел» я был поражен, обнаружив, что понятия не имел, как разворачивать мою духовную жизнь женской формой.Я был удивлен и, на самом деле, немного испуган, когда оказался в середине феминистского духовного пробуждения.Сью Монк была «обычной религиозной, церковной женщиной, традиционной женой и мать» с процветающей карьерой христианской писателя, пока она не начала подвергать сомнению свою роль женщины в своей культуре, своей семье и своей церкви.От резкой встречи с сексизмом в пригородной аптеке до монастырских ретритов и ритуалов в пещерах Крита, Кидд берет читателей через страх, гнев, исцеление и трансформацию ее пробуждения.Сохраняя значимую связь «с глубокой песней христианства», она открывает дверь для традиционных христианских женщин, чтобы открыть для себя духовность, которая говорит непосредственно с ними и обеспечивает вдохновляющую мудрость для всех, кто изо всех сил пытается принять их полное человечество.",3.96,256.0
К. С. Льюис,C. S. Lewis,1996.0,Religion,http://books.google.com/books/content?id=vtr4NDL8AP8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Известный во всем мире как интеллект, стоящий за хрониками Нарнии, и как самый влиятельный христианский писатель двадцатого века, К. С. Льюис заставит миллионов читателей благодаря своим исследующим пониманию, страстным аргументам и провокационным вопросам о Боге, любви, жизни и смерти.Собранный с массы его опубликованных работ, включая буквы «Синтап», простое христианство, четыре любви и Бог в доке, а также из букв, эссе и менее знакомых писаний, этот сборник содержит поперечное сечение ЛьюисаЛучшая работа.",4.31,176.0
Письма Баламута,C. S. Lewis,2001.0,Religion,http://books.google.com/books/content?id=v1kn7KYynzIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"В этом юмористическом и проницательном обмене между двумя дьяволами К. С. Льюис углубляется в моральные вопросы о добром против зла, искушении, покаянии и благодати.Благодаря этой замечательной сказке читатель появляется с лучшим пониманием того, что значит жить верной жизнью.",4.22,224.0
Просто христианство,C. S. Lewis,2001.0,Religion,http://books.google.com/books/content?id=LpHbXdKJaMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Сильное и доступное обсуждение христианской веры, которое стало одним из самых популярных знакомств в христианстве и одним из самых популярных из книг Льюиса.Раскрывает общий язык, на котором все христиане могут стоять вместе.",4.32,227.0
Учимся любить,Thomas Merton,1998.0,Religion,http://books.google.com/books/content?id=U0nXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Приняв жизнь в одиночестве в своем собственном Эрмитаже, Томас Мертон обнаруживает, что его вера проверяется вне его воображения, когда визит в больницу приводит к тайному делу сердца.Выброшен из его удобной рутины, Мертон вынужден пересмотреть свою потребность в любви и его приверженность безбрачии и монашескодня, в том числе расовых конфликтов, войны во Вьетнаме и арабо-израильского конфликта, посещающих и соответствующих высокопоставленным друзьям, такими как Тич Нхат Хан и Джоан Баэз, и дальнейшее развитие его писательской карьеры.Рассказывать Мертона быть «очень человечным» в своих хрониках экстаза и мучений о любви, обучение любви идет полным кругом, когда Мертон рекомендует себя полностью и глубже к своему призванию, даже когда он узнает «Моя потребность в любви, мое одиночество, мое внутреннее разделение, борьба, в которой одиночество - одновременно проблемой и «решением».И, возможно, тоже не идеальное решение »(11 мая 1967 г.).",4.5,382.0
Наличные,Johnny Cash,2003.0,Biography & Autobiography,http://books.google.com/books/content?id=yL6MRZfrWjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Он был «Человеком в черном», легендой кантри -музыки и типичным американским трубадуром.Он был иконой бурного индивидуализма, который был в аде и обратно, рассказывая историю как никогда раньше.В своей незабываемой автобиографии Джонни Кэш рассказывает правду о максимумах и падениях, борьбе и с трудами победами, а также о людях, которые его сформировали.По его собственным словам, Кэш установил рекорд - и развеял несколько мифов - как он не повевно смотрел на свою замечательную жизнь: от радостей своего детства в Дайессе, Арканзас, до суперзвезды в Нэшвилле, штат Теннесси, дороги Жизни Дэшабыл совсем не гладким.Кэш пишет о острых ощущениях от игры с Элвисом, комфортом молиться с Билли Грэмом;о его битвах с зависимостью и преданностью его жены, июнь;о его благодарности за жизнь и о его мыслях о том, что может принести загробная жизнь.Здесь тоже друзья на всю жизнь, в том числе Вилли Нельсон, Рой Орбисон, Боб Дилан и Крис Кристоферсон.Каким -то мощным и запоминающимся, как и одна из его классических песен, Кэш наполнена искренностью, остроумием и мудростью человека, который действительно «ходил по линии».",4.07,310.0
"Собрание писем К.С. Льюиса, том 1",C. S. Lewis,2004.0,Biography & Autobiography,http://books.google.com/books/content?id=eOxfuF6BQ0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Первый том личной корреспонденции, написанный классическим автором С. С. Льюисом, включает письма, написанные в детстве, дни армии Первой мировой войны, образование в Оксфорде, атеистический период и раннюю дружбу с Дж. Р. Р. Толкином.",4.37,1072.0
Прикосновение к пустоте,Joe Simpson,2004.0,Sports & Recreation,http://books.google.com/books/content?id=Qg8DO-EqFzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Джо Симпсон и его партнер по скалолазанию, Саймон Йейтс, только что достигли вершины вершины 21 000 футов в Андах, когда произошла катастрофа.Симпсон погрузился в вертикальное лицо ледяного выступа, сломав ногу.В последующие часы, тьма упала, и бушевала метель, когда Йейтс попытался опустить своего друга на безопасность.Наконец, Йейтс был вынужден разрезать веревку, за несколько минут до того, как его потянули к собственной смерти.Следующие три дня были невероятно изнурительным испытанием для обоих мужчин.Йейтс, уверен, что Симпсон был мертв, вернулся в базовый лагерь, поглощенный горем и виной из -за того, что он отказался от него.Чудесным образом, Симпсон пережил падение, но искалечен, голодал и сильно обмороженный был в ловушке в глубокой щели.Призывая обширные запасы физической и духовной силы, Симпсон заполз по скалам и каньонам Анд, достигнув базового лагеря за несколько часов до того, как Йейтс планировал уйти.То, как оба мужчины преодолели мучения тех мучительных дней, является эпической историей о страхе, страданиях и выживании, а также острым свидетельством непоколебимого мужества и дружбы.",4.21,218.0
Есть кто-нибудь там?,Marian Keyes,2006.0,Fiction,http://books.google.com/books/content?id=79T7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Мариан Кейс представил читателей с жизнью, любви и недостатками пяти сестер Уолша - Клэр, Мэгги, Рэйчел, Хелен и Анны - и их сумасшедшая мамочка.В этой забавной, душераздирающей и триумфальной новой сказке в «Большом яблоке», в центре внимания Анна в центре внимания.Жизнь идеально подходит для Анны Уолш.У нее есть «Лучшая работа в мире» в качестве исполнительного директора PR для самого продаваемого городского бренда красоты, прекрасной квартиры в Нью-Йорке и идеального мужа-любви всей своей жизни, Эйдан Мэддокс.До утра она просыпается в гостиной своей мамеи в Дублине с швами на лице, вывихнутым коленом и полностью разбитыми руками-и нет памяти о том, как она туда попала.В то время как ее мамочка играет медсестру (как и все ее любимые медсестры на ее мылах), а ее сестра Хелен сидит в мокрых живых изгороди, выполняя свою частную работу следователя для Lucky Star Pi, Анна пытается поправиться и продолжает задаваться вопросом, почему Айдан не вернетсяее телефонные звонки или электронные письма.Призыв к травмам, мистифицированная Анна возвращается в Манхэттен.Медленно начинает вспоминать, что произошло, она отправляется на поиски, чтобы найти Эйдана - веселый квест с участием лилий (она не может перестать их пахнуть), экстрасенсов, средств и любого в городе, которые могут пообещать ей воссоединение с нейвозлюбленный.ПолемПолемПолемНаписанная в ее классическом стиле, вступая в брак с темными частями жизни с юмором и остроумием, кто -нибудь там?Лучший роман Мариан Киза на сегодняшний день, удивительно очаровательный взгляд на любовь здесь и когда -либо после.",3.91,456.0
Мой маленький пони: Прятки,Jennifer Frantz,2004.0,Juvenile Fiction,http://books.google.com/books/content?id=oP3lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Пони знают, как повеселиться!Игра в прятки-это идеальное пастима в прекрасный день.Но когда Sparkleworks нигде не найден, пони решают повернуть столы и заставить ее найти их.",4.14,24.0
Путаница,Neal Stephenson,2005.0,Fiction,http://books.google.com/books/content?id=NJbllgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"В 1689 году катаюра рабы Барбари-Галлеи, в том числе один Джек Шафте, он же король бродяги, он же, как половина закрепленного Джека, разрабатывает смелый план, чтобы выиграть свободу и удачу.Наступает великое приключение - опасная гонка за огромный приз серебра ... нет, золото ... нет, легендарное золото.В Европе изысканная и находчивая Элиза, графиня де ла -Зер, лишает ее огромного личного состояния самого лихого лика Франции.Не гроша и риск от тех, кто желает либо ее головы (или оба), она попадает в паутину международной интриги, даже когда она отчаянно ищет возвращения своего наиболее ценного владения.Тем временем Ньютон и Лейбниц продолжают выдвигать свои великие теории, поскольку их печально известное соперничество усиливается, упрямая алхимия сражается с естественными науками, подлые сюжеты приводят в движение ... и Дэниел Уотерхаус ищет проход в колонию Массачусетса в надежде сбежатьв котором спустился его мир.Это П.С.В издании есть дополнительные 16 страниц понимания книги, в том числе интервью, рекомендуемое чтение и многое другое.",4.25,815.0
Мост в Терабитию (стойка),Katherine Paterson,2004.0,Juvenile Fiction,http://books.google.com/books/content?id=LgLT04F1KscC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Самым большим амбицией Джесс Ааронс - быть самым быстрым бегуном в своем классе.Он практиковал все лето и не может дождаться, чтобы увидеть лица своих одноклассников, когда он победит их всех.Но в первый день в школе новая девушка смело переходит на сторону мальчиков и опередила всех.Это не очень многообещающее начало дружбы, но Джесс и Лесли Берк становятся неразлучными.Вместе они создают терабитию, волшебное королевство в лесу, где они вдвоем правят как король и королева, и их воображение установило единственные пределы.Затем однажды утром происходит ужасная трагедия.Только когда Джесс может прийти к этой трагедии, он, наконец, понимает силу и смелость, которую Лесли дал ему.",3.99,191.0
Практическое уничтожение демонов,Christopher Moore,2004.0,Fiction,http://books.google.com/books/content?id=saaBiYmBmgsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"В гениальном дебютном романе Кристофера Мура мы встречаем одну из самых запоминающихся несоответствующих пар в летописи литературы.Хороший-один сотни лет бывшего семинаров и «дороги» Трэвиса О'Хирна.Зеленый - это улов, демон с неприятной привычкой есть большинство людей, которых он встречает.За фальшивым фасадом Тюдоров из Сосновой бухты, штат Калифорния, Кейт видит четырехзвездочный шведский стол.Трэвис, с другой стороны, думает, что видит способ избавиться от своего зубастого спутника.Тем временем у Виноса, Неопаганов и Мертвой Лотариос из Пайн-Коув есть другие идеи.И ни один из них не подготовлен, когда весь ад вырвался на свободу.",3.82,256.0
Остров Блестящей Любви Монахиня,Christopher Moore,2004.0,Fiction,http://books.google.com/books/content?id=YLqclgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Возьмите чудесно сумасшедшую экскурсию в безумное сердце тропического рай - мир грузовых культов, каннибалов, безумных ученых, ниндзя и говорящих фруктовых летучих мышей.Наш неуклюжий герой - это Кейс, безнадежный компьютер, запертый в теле крутого парня, который зарабатывает на жизнь пилотом для корпорации Mary Jean Cosmetics Corporation.Но когда он сносит розовый самолет своего босса во время пьяного воздушного связующего связующего, Тук должен бежать за своей жизнью от сумасшедших сумасшедших.Теперь у него осталось только одна возможность занятости: пилотирование тенистых секретных миссий для недобросовестного медицинского миссионера и сексуальной светлой жрицы в самых отдаленных микронезийских адах.Вот наглый, изобретательный, непочтительный и злой смешное роман от современного мастера возмутительного.",3.79,336.0
Ящерица похоти из бухты Меланхолии,Christopher Moore,2004.0,Fiction,http://books.google.com/books/content?id=kUDSt-EI814C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Городской психиатр решил переключить всех в Pine Cove, штат Калифорния, с их обычных антидепрессантов на плацебо, естественно, - ну, чтобы быть точным, искусственно - бизнес на местном блюзовом баре.Проблема в том, что эти одинокие ноты слайд-гитары также привлекло колоссального морского зверя по имени Стив, скажем так, что для взрывных нефтяных танкеров.Внезапно, Morose Pine Cove становится либидной и поражает таинственную криминальную волну, и осажденный констебль должен бороться с его собственными аппетитами Гонзо, чтобы выяснить, что случилось и что, если что -то, делать с этим.",3.86,304.0
Уитзи Бэт,Francesca Lia Block,2004.0,Juvenile Fiction,http://books.google.com/books/content?id=vxCXxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Пятнадцать лет назад Франческа Лиа Блок сделала ослепительный вход в литературную сцену с тем, что станет одной из самых обсуждаемых книг за десятилетие: Вейтси летучая мышь.У этого поэтического американского горка есть новый гладкий новый дизайн, чтобы соответствовать его новой сестре и братским книгам, козьим девочкам и красивым мальчикам.Повторно открыть волшебство Вейтси летучей мыши, мисс Блоки изысканной песни о любви к Л.А.",3.74,128.0
За занавесом,Peter Abrahams,2006.0,Juvenile Fiction,http://books.google.com/books/content?id=c5FuIIBgTGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"В Echo Falls вы никогда не знаете, что будет дальше - и у всех есть секрет.В 99 Maple Lane все не так: работа отца Ингрида находится под угрозой, но он не объяснит, почему.Брат Ингрида, Тай, получает Бафф - действительно Бафф, - но когда Тай начинает становиться капризным, Ингрид удивляется, есть ли в его физической подготовке больше, чем поднимание тяжестей.Между тем, любимый футбольный тренер Ингрида заменяется ледяным новичком по имени Джулия Лекейн, которая кажется слишком опытным, чтобы быть в ней для пиццы пост -игры.Верная своему герою, Шерлок Холмс, Ингрид начинает ловить рыбу, чтобы узнать, кто действительно тянет струны в Эхо -Фолс.Но однажды утром, по пути к страшному матфесту, Ингрид похищен и заперт в багажнике машины.Даже если она убежит, кто -нибудь поверит ее истории?В этом продолжении вниз по кроличьей норе умная молодая девушка узнает, что в ее городе работают загадочные силы - и разоблачение их может поставить под угрозу свою жизнь.",3.9,352.0
"Кэтрин, по имени Пташка (летнее издание для чтения)",Karen Cushman,2004.0,Juvenile Fiction,http://books.google.com/books/content?id=W1RIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Первоначально опубликовано: [Нью -Йорк]: Clarion Books, 1994.",3.71,224.0
Музыкальное издание Wicked Tie-in,Gregory Maguire,2004.0,Fiction,http://books.google.com/books/content?id=MLEujRNyoMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Когда Дороти одержала победу над злой ведьмой Запада в классической сказке Л. Фрэнка Баума, мы услышали только ее сторону истории.Но как насчет ее загадкой, таинственной ведьмы?Откуда она взялась?Как она стала такой злой?А какова истинная природа зла?Грегори Магуайр создает фантастический мир, настолько богатый и яркий, что мы никогда больше не будем смотреть на Оз.Wicked-это земля, где животные разговаривают и стремятся к обращению, как к первоклассным гражданам, манчкинленды ищут комфорт стабильности среднего класса, и оловянный человек становится жертвой насилия в семье.И затем есть маленькая зеленая девушка по имени Эльфаба, которая вырастет, чтобы стать печально известной злой ведьмой Запада, умным, колючим и неправильно понятым существом, которое бросает вызов всем нашим предвзятым представлениям о природе добро и зла.",3.53,409.0
Сын Ведьмы,Gregory Maguire,2006.0,Fiction,http://books.google.com/books/content?id=5-3f3naMQ6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Через десять лет после публикации злого любимого писателя Грегори Магуайр возвращается в конце страны Оз.Там он знакомит нас с Лиром, мальчиком -подростком, который в последний раз видел, прячутся в тени замка после того, как Дороти сделала в ведьме.Ушибленные, коматозные и оставленные мертвыми в овраге, Лир разбит духом и в форме.Но он имеет тенденцию к мочению Святой Глинды молчаливым новичком по имени Кэндл, которая вернет его к жизни со своими музыкальными подарками.Какая темная сила оставила в этом состоянии?Он действительно сын Эльфабы?У него есть ее метла и ее плащ, но что из ее способностей?Может ли он найти свою предполагаемую сводную сестру, а не в последний раз видели в запретной тюрьме, на юг?Может ли он выполнить последние пожелания умирающей принцессы?В OZ, который, поскольку уход волшебника находится под новым и опасным управлением, может ли Лир опустить голову достаточно долго, чтобы вырасти?Для бесчисленных поклонников, которые были ослеплены и очарованы Оз Магуайром, сын ведьмы - это богатая награда, которую они так долго ждали.",3.47,352.0
Эта грубая магия,Mary Stewart,2004.0,Fiction,http://books.google.com/books/content?id=BjFn9MD8n10C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Люси Уоринг, молодящая актриса, отдыхающая в Корфу, свидетельствует об убийстве одного из светильников Англии в театре и становится втянутой в опасную драму за кулисами.Перепечатка",4.05,373.0
Воздух над землей,Mary Stewart,2004.0,Fiction,http://books.google.com/books/content?id=P_i1ysmDf8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ванесса Марч никогда не думала, что искала своего пропавшего мужа в Вене - пока она не увидела его в кинохронике, выстрелившем там на месте смертельного огня.Но ее охота на ответы приводит только к более зловещим вопросам в таинственном мире красивых лошадей.И то, что ждет Ванессы в тени, более ужасно, чем все, с чем она когда -либо встречала.",4.04,384.0
Красота,Robin McKinley,2005.0,Juvenile Fiction,http://books.google.com/books/content?id=EaWWnkiShpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Странная красота тюремного заключения никогда не любила ее прозвище.Она тонкая и неловкая;Это ее две сестры, которые прекрасны.Но то, чего ей не хватает взглядов, она, возможно, может восполнить в мужестве.Когда ее отец приходит домой с рассказом о заколдованном замке в лесу и ужасным обещанием, которое он должен был дать зверям, который там живет, красота знает, что она должна пойти в замок, заключенный ее собственную свободную волю.Ее отец протестует, что он не отпустит ее, но она отвечает: «Невозможно приручить зверя?»Любимый рассказывающий Робин МакКинли освещает необычную историю любви самой маловероятной пары: красота и зверя.",4.05,325.0
Спаривание в неволе,Esther Perel,2006.0,Psychology,http://books.google.com/books/content?id=-HIhMOQanIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Руководство по любящим парам, которые стремятся возобновить сексуальную страсть в своей жизни, объясняет, как социальные табу и идеалы о внутреннем равенстве поставили под угрозу здоровое выражение эротизма в современных отношениях, в ресурсе, который объясняет, как преодолеть личные ограничения для большей интимности.40 000 первая печать.",4.13,272.0
Забытый Нью-Йорк,Kevin Walsh,2006.0,Travel,http://books.google.com/books/content?id=77aiRf018Y0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Забытый Нью -Йорк - это ваш паспорт до более чем 300 -летней истории, архитектуры и воспоминаний, спрятанных на виду.Дома, датируемые первыми голландскими поселенцами на Стейтен -Айленде;Дороги желтого кирпича в Бруклине;часы, встроенные в тротуар на Манхэттене;епископский флампост в Квинсе;И белый слон в Бронксе - это Нью -Йорк, и это ваш гид, чтобы увидеть все это.Забытый Нью-Йорк охватывает все пять районов простыми в использовании карт и предлагает маршруты в сотнях остальных мест, устаревших памятников, улиц до ниоткуда и зданий из потерянного времени.Забытые нью -йоркские особенности: Здесь произошла тихие места, действительно забытые истории, что это такое?Забытые люди и гораздо больше",4.18,384.0
Мертвый бит,Marilyn Johnson,2007.0,Social Science,http://books.google.com/books/content?id=b03jlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Мэрилин Джонсон была в восторге от замечательных жизней, которые проходили из этого мира, поэтому она искала лучшие обезьяны на английском языке и людьми, которые потратили свою жизнь, писав о мертвых.Она осмотрела самые мрачные уголки интернет -чата и совершила паломничество в Лондон, чтобы насладиться самыми едкими и грамотными обкутами всех.Теперь она ведет нас в неотразимое путешествие в культ и культуру, стоящую за страницей некролога и необычную жизнь, которую мы не очень ценим, пока они не уйдут.",3.41,272.0
Амулеты для легкой жизни,Kaye Gibbons,2005.0,Fiction,http://books.google.com/books/content?id=TE2mBDsQyvkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Семья без мужчин, березы живут великолепно необычной жизнью в пышных, зеленых задних лесах Северной Каролины.Сияющая, упрямая София и ее застенчивая, блестящая дочь Маргарет обладают мощными чарами, чтобы отразить одиночество, отчаяние и человеческие страдания, которые часто бьют путь к их двери.И они защищены эксцентричной мудростью и мускулистой любовью замечательного матриарха Чарли Кейт, твердого, бескомпромиссного, самоучного целителя, который относится к всему, от кипений до разбитых костей до разбитых сердца.София, Маргарет и Чарли Кейт находят силу в то время, когда женщины почти всегда зависели от мужчин, и их связь углубляется, когда каждый из них испытывает любовь и потерю во время Второй мировой войны.Прекращения для легкой жизни - это страстная, яркая и волнующая история о том, как жизнь может предложить жизнь ... даже если это означает поиск ее нетрадиционными способами.Это П.С.В издании есть дополнительные 16 страниц понимания книги, в том числе интервью, рекомендуемое чтение и многое другое.",4.02,272.0
Группа чтения,Elizabeth Noble,2005.0,Fiction,http://books.google.com/books/content?id=IagWjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Группа Рединга следует за испытаниями и невзгодами группы женщин, которые регулярно встречаются, чтобы читать и обсудить книги. В течение года каждая из этих женщин становятся переплетенными, как в книгах, которые они читают, так и в жизни друг друга.Вдохновленный общим стремлением к разговору, хорошей книгой и бокалом вина, Гарриет, Николь, Полли и Сьюзен проходят поразительные откровения и преобразования, несмотря на их различия в фоне, возрасте и соответствующих дилеммах.То, что начинается как группа чтения, постепенно превращается в форум, где женщины могут выразить свои взгляды через книги, которые они читают и становятся все более открытыми, как узы дружбы.В группе чтения Нобл раскрывает множество сложных путей в жизни, с которыми мы все сталкиваемся, а также силу и важность дружбы.Это П.С.В издании есть дополнительные 16 страниц понимания книги, в том числе интервью, рекомендуемое чтение и многое другое.",3.34,429.0
Пара первоапрельских шуток,Gregory Maguire,2005.0,Juvenile Fiction,http://books.google.com/books/content?id=qW4cvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"В начальной школе Вермонт День дураков Апрель принимает зловещий тон, когда учитель пропал без вести, и появляются несколько подозреваемых, среди которых жених учителя и пропавший мутантный цыпленок.",3.5,240.0
Во что верят христиане,C. S. Lewis,2005.0,Religion,http://books.google.com/books/content?id=81T46KixNg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Основы объясняют мастер -рассказчика и эссеист С. С. Льюис здесь решают центральные вопросы христианской веры: кем был Иисус?Чего он сделал?Что это значит для меня?В этих классических очерках, которые начались как переговоры о Би -би -си во время Второй мировой войны, Льюис творчески и просто объясняет основные принципы христианства.Выбор из основного раздела простого христианства, выбор в этом подарочном издании обеспечивает доступ к большему количеству людей, чтобы открыть для себя эти вечные истины.Для тех, кто хочет напомнить себе о вещах, которые они держат, или тех, кто ищет снимок христианства, эта книга - замечательное введение в веру.",4.2,98.0
