Title,Genre,Year,Score,Description
Семь психопатов,"Comedy, Crime",2012,7.2,"Неудачливый сценарист невольно оказывается втянутым в преступный мир Лос-Анджелеса после того, как его чудаковатые друзья похищают любимую собаку породы ши-тцу гангстера."
Предопределение,"Drama, Mystery, Sci-Fi",2014,7.5,"Для своего последнего задания лучший временной агент должен преследовать одного преступника, который ускользал от него на протяжении всего времени. Погоня превращается в уникальное, удивительное и ошеломляющее исследование любви, судьбы, личности и табу путешествий во времени."
Пол,"Adventure, Comedy, Sci-Fi",2011,7.0,"Двое английских фанатов комиксов, путешествующих по США, встречают инопланетянина за пределами Зоны 51."
Другие парни,"Action, Comedy, Crime",2010,6.7,"Двое не похожих друг на друга детективов из Нью-Йорка решают воспользоваться возможностью продвинуться по службе, как лучшие полицейские города, которых они боготворят, но все идет не совсем по плану."
Запрещенный прием,"Action, Fantasy",2011,6.1,"Молодая девушка, помещенная в психиатрическую больницу своим жестоким отчимом, ищет убежища в альтернативной реальности в качестве стратегии выживания и придумывает план, который поможет ей сбежать."
Я — Номер Четыре,"Action, Adventure, Sci-Fi",2011,6.1,"Инопланетяне и их Стражи прячутся на Земле от межгалактических охотников за головами. Их можно убить только в порядке возрастания, и Номер Четыре — следующий в списке. Это его история."
Художник,"Comedy, Drama, Romance",2011,7.9,Эгоистичная кинозвезда заводит отношения с молодой танцовщицей на фоне эпохи немого кино в Голливуде.
Джуманджи: Добро пожаловать в джунгли,"Action, Adventure, Comedy",2017,7.0,"Четверо подростков оказываются втянутыми в волшебную видеоигру, и единственный способ выбраться из нее — объединить усилия и закончить игру."
Чужой: Завет,"Horror, Sci-Fi, Thriller",2017,6.4,"Экипаж колониального корабля, направляющегося на далекую планету, обнаруживает неизведанный рай, таящий в себе угрозу, выходящую за рамки их воображения, и должен предпринять мучительную попытку побега."
Don Jon,"Comedy, Drama, Romance",2013,6.6,"Парень из Нью-Джерси, преданный своей семье, друзьям и церкви, строит нереалистичные ожидания из-за просмотра порно и пытается найти счастье и близость со своей потенциальной настоящей любовью."
Пираты Карибского моря: Месть Салазара,"Action, Adventure, Fantasy",2017,6.6,"Капитан Джек Воробей ищет трезубец Посейдона, преследуемый восставшим из мертвых капитаном и его командой."
Ранго,"Animation, Adventure, Comedy",2011,7.2,"Ранго — обычный хамелеон, который случайно оказался в городе Грязь, беззаконном форпосте на Диком Западе, отчаянно нуждающемся в новом шерифе."
Беззаконие,"Crime, Drama",2012,7.3,"Действие фильма происходит в округе Франклин, штат Вирджиния, во времена Великой депрессии. Трое братьев-бутлегеров сталкиваются с угрозами со стороны нового специального заместителя и других властей, желающих отобрать у них часть прибыли."
Сумерки. Сага. Рассвет. Часть 2,"Adventure, Drama, Fantasy",2012,5.5,"После рождения Ренесми/Несси Каллены собирают другие кланы вампиров, чтобы защитить ребенка от ложного обвинения, которое выставляет семью перед Вольтури."
Шпион,"Action, Comedy, Crime",2015,7.0,"Аналитик ЦРУ, работающий в офисе, добровольно соглашается работать под прикрытием, чтобы проникнуть в мир опасного торговца оружием и предотвратить дьявольскую глобальную катастрофу."
Чаппи,"Action, Crime, Drama",2015,6.8,"В недалеком будущем преступность патрулируется механизированной полицией. Когда одного полицейского дроида, Чаппи, похищают и снабжают новой программой, он становится первым роботом, способным думать и чувствовать самостоятельно."
Kingsman: Золотое кольцо,"Action, Adventure, Comedy",2017,6.8,"Когда их штаб-квартира уничтожена, а мир взят в заложники, путешествие Kingsman приводит их к открытию союзной шпионской организации в Соединенных Штатах. Эти две элитные секретные организации должны объединиться, чтобы победить общего врага."
Лунный свет,Drama,2016,7.4,"Хроника детства, юности и взросления молодого афроамериканца-гея, выросшего в неблагополучном районе Майами."
Конец вахты,"Action, Crime, Drama",2012,7.6,"Снятый в документальном стиле, этот фильм повествует о повседневной жизни двух молодых полицейских в Лос-Анджелесе, которые являются партнерами и друзьями, и о том, что происходит, когда они сталкиваются с преступными силами, превосходящими их самих."
Игра Эндера,"Action, Adventure, Fantasy",2013,6.6,"Молодой Эндер Виггин нанят Международными военными, чтобы возглавить борьбу с Формиками — инопланетной расой насекомых, которая ранее пыталась вторгнуться на Землю и нанесла человечеству тяжелые потери."
Моана,"Animation, Adventure, Comedy",2016,7.6,"В Древней Полинезии, когда ужасное проклятие, наложенное полубогом Мауи, достигает острова Моаны, она откликается на зов Океана и отправляется на поиски полубога, чтобы все исправить."
План побега,"Action, Crime, Mystery",2013,6.7,"Когда сотрудник структурной службы безопасности оказывается заключенным в самой секретной и надежной тюрьме мира, ему приходится использовать свои навыки, чтобы сбежать с помощью изнутри."
Сумерки. Сага. Затмение,"Adventure, Drama, Fantasy",2010,5.0,"Когда Сиэтл охватывает череда загадочных убийств, Белла, чей выпускной из средней школы уже не за горами, вынуждена выбирать между любовью к вампиру Эдварду и дружбой с оборотнем Джейкобом."
Теплые тела,"Comedy, Horror, Romance",2013,6.9,"После того, как необычный зомби спасает все еще живую девочку от нападения, между ними завязываются отношения, которые приводят в движение события, способные изменить весь безжизненный мир."
Мартовские иды,"Drama, Thriller",2011,7.1,Идеалистичный сотрудник нового кандидата в президенты проходит интенсивный курс по грязной политике во время своей предвыборной кампании.
Взрослые,Comedy,2010,6.0,"После смерти школьного тренера по баскетболу пятеро хороших друзей и бывших товарищей по команде воссоединяются, чтобы отметить праздничные выходные в честь Дня независимости."
Одинокий рейнджер,"Action, Adventure, Western",2013,6.4,"Индейский воин Тонто рассказывает невероятные истории, которые превратили Джона Рида, человека закона, в легенду правосудия."
Символ веры,"Drama, Sport",2015,7.6,"Бывший чемпион мира в тяжелом весе Рокки Бальбоа является тренером и наставником Адониса Джонсона, сына его покойного друга и бывшего соперника Аполло Крида."
Сумерки. Сага. Рассвет. Часть 1,"Adventure, Drama, Fantasy",2011,4.9,"Квилеты приближаются к будущим родителям Эдварду и Белле, чей нерожденный ребенок представляет угрозу для Волчьей стаи и жителей города Форкс."
Робокоп,"Action, Crime, Sci-Fi",2014,6.2,"В 2028 году в Детройте, когда Алекс Мерфи, любящий муж, отец и хороший полицейский, получает тяжелую травму при исполнении служебных обязанностей, многонациональный конгломерат OmniCorp видит свой шанс создать полицейского, который будет наполовину человеком, наполовину роботом."
Звездный путь: За гранью,"Action, Adventure, Sci-Fi",2016,7.1,"Экипаж USS Enterprise исследует самые дальние уголки неизведанного космоса, где сталкивается с новым безжалостным врагом, который подвергает испытанию и их, и все, за что выступает Федерация."
В поисках Дори,"Animation, Adventure, Comedy",2016,7.3,"Дружелюбная, но забывчивая рыба-хирург Дори отправляется на поиски своих давно потерянных родителей, и по пути все узнают кое-что новое об истинном значении семьи."
Турист,"Action, Adventure, Crime",2010,6.0,"В центре сюжета — американский турист Фрэнк, который приезжает в Италию, чтобы залечить разбитое сердце. Элис — необычная женщина, которая намеренно переходит ему дорогу."
Теперь ты видишь меня 2,"Action, Adventure, Comedy",2016,6.5,"Четыре всадника появляются вновь, и технический гений насильно вербует их, чтобы они провернули самое невозможное ограбление."
Мегамозг,"Animation, Action, Comedy",2010,7.3,"Суперзлодей Мегамозг наконец побеждает своего врага, супергероя Метромена. Но без героя он теряет всякий смысл и должен найти новый смысл своей жизни."
Трансцендентность,"Drama, Mystery, Romance",2014,6.3,"Стремление ученого создать искусственный интеллект принимает опасные последствия, когда его сознание загружается в одну из таких программ."
Манчестер у моря,Drama,2016,7.8,"Дядя, находящийся в депрессии, получает поручение позаботиться о своем племяннике-подростке после смерти отца мальчика."
Приключения Тинтина: Тайна единорога,"Animation, Action, Adventure",2011,7.3,"Отважный репортер Тинтин и капитан Хэддок отправляются на поиски сокровищ затонувшего корабля, которым командовал предок Хэддока."
Заражение,"Drama, Thriller",2011,6.6,"Медицинские работники, правительственные чиновники и простые люди оказались в эпицентре всемирной эпидемии, пока CDC работает над поиском лекарства."
Отель Трансильвания,"Animation, Comedy, Family",2012,7.1,"Дракула, управляющий элитным курортом вдали от мира людей, становится чрезмерно опекающим, когда какой-то мальчик обнаруживает курорт и влюбляется в дочь-подростка графа."
Просто смирись с этим,"Comedy, Romance",2011,6.4,"Во время поездки на выходные на Гавайи пластический хирург убеждает свою верную помощницу выдать себя за его жену, которая вот-вот разведется, чтобы скрыть неосторожную ложь, которую он сказал своей девушке, которая намного его моложе."
Хищники,"Action, Adventure, Sci-Fi",2010,6.4,"Группа элитных воинов десантируется в незнакомые джунгли, где на них начинают охотиться представители беспощадной инопланетной расы."
Левша,"Drama, Sport",2015,7.4,"Чемпион по боксу борется за то, чтобы вернуть свою дочь из органов опеки, а также возродить свою профессиональную карьеру после того, как смертельный инцидент отправляет его на путь разрушения."
Мятежник,"Action, Adventure, Sci-Fi",2015,6.2,"Беатрис Прайор должна противостоять своим внутренним демонам и продолжить борьбу с могущественным альянсом, который грозит разорвать ее общество на части, с помощью других людей на ее стороне."
Адвокат Линкольна,"Crime, Drama, Thriller",2011,7.3,"Адвокат, защищающий богатого человека, начинает верить, что его клиент виновен не только в одном преступлении."
Безвоздмездно,"Comedy, Romance",2011,6.2,"Парень и девушка пытаются сохранить свои отношения исключительно физическими, но вскоре они понимают, что хотят чего-то большего."
Отряд гангстеров,"Action, Crime, Drama",2013,6.7,"Лос-Анджелес 1949 года, городом управляют гангстеры и злобный мафиози Микки Коэн. Решив положить конец коррупции, Джон О'Мара собирает команду полицейских, готовых уничтожить безжалостного лидера и восстановить мир в городе."
Ковбои и пришельцы,"Action, Sci-Fi, Thriller",2011,6.0,"Космический корабль прибывает в Аризону, 1873 год, чтобы захватить Землю, начиная с региона Дикого Запада. Отряд ковбоев и туземцев — вот все, что стоит у них на пути."
Бегущий в лабиринте: Испытания огнём,"Action, Sci-Fi, Thriller",2015,6.3,"Выбравшись из Лабиринта, жители Глэйда теперь сталкиваются с новыми испытаниями на открытых дорогах пустынного ландшафта, заполненного невообразимыми препятствиями."
Зловещий,"Horror, Mystery, Thriller",2012,6.8,"Бывший писатель-криминалист Эллисон Освальт находит коробку с домашними фильмами на пленке Super 8, которые дают основания предполагать, что убийство, которое он сейчас расследует, является делом рук серийного убийцы, чья деятельность восходит к 1960-м годам."
Ночные животные,"Crime, Drama, Romance",2016,7.5,"Богатая владелица художественной галереи получает черновик нового романа своего бывшего мужа — жестокий триллер, который она интерпретирует как скрытую угрозу и символическую историю мести."
Оз Великий и Ужасный,"Adventure, Family, Fantasy",2013,6.3,"Разочарованный цирковой фокусник из Канзаса переносится в волшебную страну под названием Оз, где ему предстоит исполнить пророчество, стать королем и освободить страну от Злых Ведьм, используя свои великие (но фальшивые) способности."
Черепашки-ниндзя,"Action, Adventure, Comedy",2014,5.8,"Когда Нью-Йорку угрожает криминальный авторитет, группа мутировавших воинов-черепах должна выйти из тени, чтобы защитить свой дом."
Американская встреча,Comedy,2012,6.7,"Джим, Мишель, Стифлер и их друзья воссоединяются в Ист-Грейт-Фолс, штат Мичиган, на встрече выпускников."
Салли: Чудо на Гудзоне,"Biography, Drama",2016,7.5,"История Чесли Салленбергера, американского летчика, который стал героем после посадки своего поврежденного самолета на реку Гудзон, чтобы спасти пассажиров и экипаж самолета."
Джодайе Надер аз Симин,"Crime, Drama, Family",2011,8.3,"Супружеская пара сталкивается с трудным решением — улучшить жизнь своего ребенка, переехав в другую страну, или остаться в Иране и ухаживать за ухудшающимся состоянием родителя, страдающего болезнью Альцгеймера."
Война за планету обезьян,"Action, Adventure, Drama",2017,7.5,"После того, как обезьяны понесли невообразимые потери, Цезарь борется со своими темными инстинктами и начинает собственный мифический поход, чтобы отомстить за свой род."
Безопасный дом,"Action, Adventure, Crime",2012,6.8,"Молодому агенту ЦРУ поручено следить за беглецом в безопасном доме. Но когда на безопасный дом нападают, он оказывается в бегах вместе со своим подопечным."
Белый дом рухнул,"Action, Drama, Thriller",2013,6.4,"Во время экскурсии по Белому дому со своей маленькой дочерью полицейский Капитолия бросается в бой, чтобы спасти своего ребенка и защитить президента от хорошо вооруженной группы военизированных захватчиков."
Рио,"Animation, Adventure, Comedy",2011,6.9,"Когда Голубчик, одомашненный ара из маленького городка в Миннесоте, встречает отчаянно независимую Жемчужинку, он отправляется на поиски приключений в Рио-де-Жанейро вместе с птицей своей мечты."
Фокус,"Comedy, Crime, Drama",2015,6.6,"В разгар последней аферы опытного мошенника Ники появляется женщина из его прошлого, а теперь уже состоявшаяся роковая женщина, и рушит его планы."
Миньоны,"Animation, Action, Adventure",2015,6.4,"Миньоны Стюарт, Кевин и Боб наняты Скарлет Оверкилл, суперзлодейкой, которая вместе со своим мужем-изобретателем Хербом вынашивает план по захвату мира."
"Хороший день, чтобы «Крепкий орешек»","Action, Thriller",2013,5.3,"Джон МакКлейн отправляется в Россию, чтобы помочь своему, казалось бы, своенравному сыну Джеку, но обнаруживает, что Джек — агент ЦРУ, работающий под прикрытием, из-за чего отец и сын объединяются в борьбе с преступным миром."
Стажер,"Comedy, Drama",2015,7.1,"Семидесятилетний вдовец Бен Уиттакер обнаружил, что выход на пенсию — это не то, что ему представлялось. Воспользовавшись возможностью вернуться в игру, он становится старшим стажером на сайте онлайн-мод, основанном и управляемом Жюлем Остином."
Сан-Андреас,"Action, Adventure, Drama",2015,6.1,"После мощного землетрясения в Калифорнии пилот спасательного вертолета отправляется вместе со своей бывшей женой в опасное путешествие через весь штат, чтобы спасти свою дочь."
Джейсон Борн,"Action, Thriller",2016,6.6,"Самый опасный бывший агент ЦРУ выходит из укрытия, чтобы раскрыть еще более взрывоопасную правду о своем прошлом."
Боль и выгода,"Action, Comedy, Crime",2013,6.4,"Трио бодибилдеров из Флориды оказываются втянутыми в вымогательскую схему и похищение людей, которая заканчивается катастрофой."
Заклятие 2,"Horror, Mystery, Thriller",2016,7.4,"Эд и Лоррейн Уоррен отправляются в Северный Лондон, чтобы помочь матери-одиночке, которая в одиночку воспитывает четверых детей в доме, наводненном сверхъестественным духом."
Уничтожение,"Adventure, Drama, Horror",2018,6.9,"Биолог соглашается на опасную секретную экспедицию в таинственную зону, где не действуют законы природы."
Мачете,"Action, Crime, Thriller",2010,6.6,"После того, как его подставил и предал человек, нанявший его для убийства сенатора Техаса, бывший федеральный офицер начинает жестокую кампанию мести своему бывшему боссу."
Гензель и Гретель: Охотники на ведьм,"Action, Fantasy, Horror",2013,6.1,"Гензель и Гретель — охотники за головами, которые выслеживают и убивают ведьм по всему миру. С приближением легендарной Кровавой Луны братья и сестры сталкиваются с новой формой зла, которая может хранить тайну их прошлого."
Охотники за привидениями,"Action, Comedy, Fantasy",2016,5.3,"После вторжения призраков на Манхэттен любители паранормальных явлений Эрин Гилберт и Эбби Йейтс, инженер-атомщик Джиллиан Хольцманн и работница метрополитена Пэтти Толан объединяются, чтобы остановить потустороннюю угрозу."
После нашей эры,"Action, Adventure, Sci-Fi",2013,4.8,"Аварийная посадка оставляет Китаи Рэйге и его отца Сайфера на Земле, спустя тысячелетие после событий, вынудивших человечество бежать. С раненым Сайфером Китаи должен отправиться в опасное путешествие, чтобы подать сигнал о помощи."
2 пушки,"Action, Comedy, Crime",2013,6.7,"Двое закоренелых преступников попадают в неприятности с пограничным патрулем США после встречи с мексиканским наркобароном, и тут начинают выясняться обстоятельства."
Плохой учитель,"Comedy, Romance",2011,5.6,"Ленивая, некомпетентная учительница средней школы, которая ненавидит свою работу, учеников и коллег, вынуждена вернуться к преподаванию, чтобы заработать достаточно денег на грудные имплантаты после того, как ее бросил богатый жених."
Стажировка,Comedy,2013,6.3,"Двое продавцов, чья карьера пошла прахом из-за цифровой эпохи, попадают на желанную стажировку в Google, где им предстоит конкурировать с группой молодых, технически подкованных гениев за шанс получить работу."
Чистка,"Horror, Thriller",2013,5.7,"Богатая семья оказывается в заложниках за укрывательство цели синдиката убийц во время Судной ночи — 12-часового периода, в течение которого любое преступление является законным."
Эверест,"Action, Adventure, Biography",2015,7.1,"История новозеландца Роберта «Роба» Эдвина Холла, который 10 мая 1996 года вместе со Скоттом Фишером отправился в совместную экспедицию для восхождения на Эверест."
Голубой жасмин,Drama,2013,7.3,"Нью-йоркская светская львица, глубоко обеспокоенная и в состоянии отрицания, приезжает в Сан-Франциско, чтобы навязать свою сестре. Она выглядит на миллион, но не приносит денег, мира или любви..."
Проект X,Comedy,2012,6.7,"3 старшеклассника устраивают вечеринку по случаю дня рождения, чтобы прославиться. По мере того, как вечеринка продолжается, ситуация выходит из-под контроля, а слухи о ней распространяются."
Ханна,"Action, Drama, Thriller",2011,6.8,"Шестнадцатилетняя девочка, которую отец воспитал как идеальную убийцу, отправляется на задание по всей Европе, за ней следят безжалостный агент разведки и ее оперативники."
Не дыши,"Crime, Horror, Thriller",2016,7.1,"Надеясь унести с собой огромное состояние, трое воров врываются в дом слепого человека, который не так беспомощен, как кажется."
Семейка Крудс,"Animation, Action, Adventure",2013,7.2,"После того, как их пещера была разрушена, семье пещерных людей приходится путешествовать по незнакомому фантастическому миру с помощью изобретательного мальчика."
Это следует,"Horror, Mystery",2014,6.9,Молодую женщину преследует неизвестная сверхъестественная сила после сексуального контакта.
Это невозможно,"Drama, History, Thriller",2012,7.6,"История семьи туристов в Таиланде, оказавшихся в центре разрушений и хаоса, вызванных цунами в Индийском океане в 2004 году."
"Шпион, солдат, портной, лудильщик","Drama, Mystery, Thriller",2011,7.1,"В мрачные дни Холодной войны ветеран шпионажа Джордж Смайли вынужден выйти из полуотставки, чтобы раскрыть советского агента в МИ-6."
Рейд,"Action, Thriller",2011,7.6,"Отряд спецназа оказывается в ловушке в многоквартирном доме, которым управляет безжалостный гангстер и его армия убийц и головорезов."
Форсаж 8,"Action, Crime, Thriller",2017,6.7,"Когда таинственная женщина вовлекает Дома в мир терроризма и предательства самых близких ему людей, команда сталкивается с испытаниями, которые проверят их как никогда прежде."
Клятва,"Drama, Romance",2012,6.8,"В результате автомобильной аварии Пейдж впадает в кому, а когда она просыпается с тяжелой потерей памяти, ее муж Лео пытается снова завоевать ее сердце."
Гнев титанов,"Action, Adventure, Fantasy",2012,5.7,"Персей отправляется в опасный подземный мир, чтобы спасти своего отца Зевса, захваченного в плен его сыном Аресом и братом Аидом, которые выпускают на волю древних титанов."
Неудержимый,"Action, Thriller",2010,6.8,"Пока безлюдный грузовой поезд длиной в полмили мчится к городу, опытный машинист и молодой машинист пытаются предотвратить катастрофу."
Ледниковый период: Континентальный дрейф,"Animation, Adventure, Comedy",2012,6.6,"Мэнни, Диего и Сид отправляются в новое приключение после того, как их континент дрейфует. Используя айсберг в качестве корабля, они сталкиваются с морскими существами и сражаются с пиратами, исследуя новый мир."
Лев,"Biography, Drama",2016,8.1,"Пятилетний индийский мальчик теряется на улицах Калькутты, в тысячах километров от дома. Он переживает множество испытаний, прежде чем его усыновляет пара в Австралии. 25 лет спустя он отправляется на поиски своей потерянной семьи."
Мир Юрского периода: Падшее королевство,"Action, Adventure, Sci-Fi",2018,6.3,"Когда спящий вулкан острова начинает просыпаться, Оуэн и Клэр организуют кампанию по спасению оставшихся динозавров от этого катастрофического события, грозящего вымиранием."
Шеф-повар,"Adventure, Comedy, Drama",2014,7.3,"Шеф-повар увольняется с работы в ресторане и покупает фургончик с едой, пытаясь вернуть себе творческий потенциал и одновременно восстановить отношения со своей разлученной семьей."
Стыд,Drama,2011,7.2,"Тщательно выстроенная личная жизнь мужчины нарушается, когда к нему на неопределенное время приезжает сестра."
Соло: Звёздные войны. Истории,"Action, Adventure, Fantasy",2018,7.0,Во время приключений в преступном мире Хан Соло встречает своего будущего второго пилота Чубакку и сталкивается с Лэндо Калриссианом за много лет до присоединения к Восстанию.
Жизнь,"Horror, Sci-Fi, Thriller",2017,6.6,"Группа ученых на борту Международной космической станции обнаруживает быстро эволюционирующую форму жизни, которая стала причиной вымирания на Марсе и теперь угрожает всей жизни на Земле."
Рыцарь дня,"Action, Adventure, Comedy",2010,6.3,"Молодая женщина связывается с опальным шпионом, который пытается очистить свое имя."
Побочные эффекты,"Crime, Drama, Mystery",2013,7.1,"Мир молодой женщины рушится, когда лекарство, прописанное ей психиатром, дает неожиданные побочные эффекты."
Голубая валентинка,"Drama, Romance",2010,7.4,"Отношения современной супружеской пары, прослеживающие их эволюцию на протяжении многих лет путем сопоставления временных периодов."
Битва за Лос-Анджелес,"Action, Sci-Fi",2011,5.8,Отряд морских пехотинцев США становится последней линией обороны против глобального вторжения.
Это означает войну,"Action, Comedy, Romance",2012,6.3,"Двое агентов ЦРУ вступают в эпическую битву друг с другом, когда обнаруживают, что встречаются с одной и той же женщиной."
Следующие три дня,"Action, Crime, Drama",2010,7.4,"Жизнь супружеской пары переворачивается с ног на голову, когда жену обвиняют в убийстве."
Призрак в доспехах,"Action, Drama, Sci-Fi",2017,6.4,"В недалеком будущем майор Мила Киллиан — первая в своем роде: человек, спасенный после ужасной катастрофы, чья кибер-программа превратила ее в идеального солдата, посвятившего себя борьбе с самыми опасными преступниками в мире."
Обещание,"Drama, History",2016,6.1,"Действие фильма «Обещание» происходит в последние дни существования Османской империи. В нем рассказывается о любовном треугольнике между Майклом, блестящим студентом-медиком, красивой и утонченной Аной и Крисом — известным американским журналистом, живущим в Париже."
Любовь и другие наркотики,"Comedy, Drama, Romance",2010,6.7,"Молодая женщина, страдающая болезнью Паркинсона, подружилась с представителем фармацевтической компании Pfizer в Питтсбурге 1990-х годов."
G.I. Joe: Возмездие,"Action, Adventure, Sci-Fi",2013,5.8,"Солдаты G.I. Joe не только сражаются со своим смертельным врагом Коброй; им приходится иметь дело с угрозами изнутри правительства, которые ставят под угрозу само их существование."
Ад или вода,"Action, Crime, Drama",2016,7.6,"Разведенный отец и его бывший старший брат-заключенный прибегают к отчаянному плану, чтобы спасти семейное ранчо в Западном Техасе."
Восходящий Юпитер,"Action, Adventure, Sci-Fi",2015,5.3,"Молодая женщина осознает свою судьбу наследницы межгалактического дворянства и должна сражаться, чтобы защитить жителей Земли от древней и разрушительной промышленности."
Величайший шоумен,"Biography, Drama, Musical",2017,7.7,"Прославляет рождение шоу-бизнеса и рассказывает о провидце, который из ничего создал зрелище, ставшее мировой сенсацией."
Убийство в Восточном экспрессе,"Crime, Drama, Mystery",2017,6.5,"Когда в поезде, в котором он ехал, происходит убийство, знаменитый детектив Эркюль Пуаро получает задание раскрыть дело."
Омар,"Comedy, Drama, Romance",2015,7.1,"В антиутопическом недалеком будущем одиноких людей, согласно законам Города, отправляют в Отель, где они обязаны найти себе пару за сорок пять дней, в противном случае их превращают в зверей и отправляют в Лес."
Женщина в черном,"Drama, Fantasy, Horror",2012,6.4,"Молодой адвокат отправляется в отдаленную деревню, где обнаруживает мстительный призрак отвергнутой женщины, терроризирующий местных жителей."
Бабадук,"Drama, Horror",2014,6.8,"Овдовевшая мать, подавленная насильственной смертью мужа, борется со страхом сына перед монстром, таящимся в доме, но вскоре обнаруживает вокруг себя зловещее присутствие."
Перси Джексон и похититель молний,"Adventure, Family, Fantasy",2010,5.9,"Подросток обнаруживает, что он является потомком греческого бога, и отправляется в приключение, чтобы положить конец продолжающейся битве между богами."
Дракула Нерассказанный,"Action, Drama, Fantasy",2014,6.3,"Поскольку его королевству угрожают турки, молодой принц Влад Цепеш должен стать чудовищем, которого боится его собственный народ, чтобы обрести силу, необходимую для защиты своей семьи и семей своего королевства."
Шрек навсегда,"Animation, Adventure, Comedy",2010,6.3,"Румпельштильцхен обманывает Шрека, переживающего кризис среднего возраста, и позволяет стереть себя из реальности и отправить в темную альтернативную временную линию, где правит Румпель."
Великолепная семерка,"Action, Adventure, Western",2016,6.9,"Семь стрелков на Диком Западе постепенно объединяются, чтобы помочь бедной деревне бороться с жестокими ворами."
Прямо из Комптона,"Biography, Drama, History",2015,7.9,"Группа NWA появилась на улицах Комптона в Лос-Анджелесе, штат Калифорния, в середине 1980-х годов и произвела революцию в хип-хоп-культуре своей музыкой и историями о жизни в районе."
